poliza;Sexo;sri;gdi;sin;ant_comp;ant_perm;edad;ant_veh
9004802671;Hombre;No urbano;No contratada;0;10;12;50;10
9105003025;Hombre;No urbano;No contratada;0;9;0;18;4
201300076;Hombre;No urbano;No contratada;0;18;31;49;0
8809500088;Mujer;No urbano;Garantía daños propios contratada;0;12;12;30;1
9007701162;Mujer;Urbano;No contratada;0;10;12;30;2
9102601985;Hombre;No urbano;Garantía daños propios contratada;0;9;35;53;3
9203000655;Hombre;No urbano;No contratada;0;8;34;52;8
9515300035;Hombre;No urbano;No contratada;0;5;31;59;4
9602253214;Hombre;Urbano;No contratada;0;4;32;50;4
9711751860;Mujer;No urbano;Garantía daños propios contratada;0;3;19;37;0
9804178880;Hombre;No urbano;No contratada;0;2;25;49;0
2001860500;Hombre;Urbano;Garantía daños propios contratada;0;0;11;30;0
2008553722;Hombre;Urbano;No contratada;0;0;12;30;9
9209100743;Mujer;No urbano;No contratada;0;8;10;60;9
9312403598;Hombre;No urbano;No contratada;0;7;1;19;9
9400754277;Hombre;Urbano;No contratada;0;6;2;20;8
9900751001;Hombre;No urbano;No contratada;0;1;11;29;1
9919652371;Hombre;Urbano;No contratada;0;1;14;60;11
8801703356;Hombre;No urbano;Garantía daños propios contratada;0;12;35;53;12
8808801353;Hombre;Urbano;No contratada;0;12;21;39;14
9104350730;Hombre;No urbano;No contratada;0;9;16;60;11
9210300138;Hombre;No urbano;No contratada;0;8;14;40;15
9211401725;Mujer;No urbano;No contratada;0;8;9;30;13
9302400901;Hombre;No urbano;No contratada;0;7;1;19;14
9302806011;Hombre;No urbano;No contratada;0;7;28;46;13
9305400619;Mujer;No urbano;No contratada;0;7;25;50;9
9800875327;Mujer;No urbano;No contratada;0;2;17;35;12
9802964967;Hombre;No urbano;Garantía daños propios contratada;0;2;35;60;0
9806952595;Hombre;No urbano;No contratada;0;2;30;50;12
9900850875;Hombre;No urbano;No contratada;0;1;27;45;13
9900869967;Mujer;Urbano;No contratada;0;1;2;20;10
9901458896;Mujer;No urbano;No contratada;0;1;9;40;12
9903150513;Hombre;No urbano;No contratada;0;1;13;31;15
9904679030;Mujer;Urbano;No contratada;0;1;12;50;10
9907755206;Hombre;Urbano;No contratada;0;1;24;42;13
1305875;Hombre;Urbano;Garantía daños propios contratada;0;20;11;29;4
101401202;Hombre;Urbano;No contratada;0;19;21;39;6
202000462;Hombre;Urbano;Garantía daños propios contratada;0;18;12;30;5
300600256;Hombre;No urbano;No contratada;1;17;33;51;17
300806827;Hombre;No urbano;No contratada;0;17;31;49;11
303700404;Hombre;Urbano;No contratada;0;17;12;30;6
2000367379;Mujer;No urbano;No contratada;0;0;12;30;8
2000459019;Mujer;No urbano;No contratada;0;0;19;40;0
2000864799;Mujer;No urbano;No contratada;0;0;26;44;11
2000868697;Mujer;No urbano;No contratada;0;0;2;20;7
2001055825;Mujer;No urbano;Garantía daños propios contratada;1;0;12;30;0
2001854813;Hombre;Urbano;No contratada;0;0;23;41;3
2002251157;Mujer;No urbano;Garantía daños propios contratada;0;0;0;18;0
2002650225;Mujer;No urbano;Garantía daños propios contratada;0;0;2;20;0
2003056758;Hombre;No urbano;No contratada;0;0;29;47;6
2003151940;Hombre;No urbano;Garantía daños propios contratada;0;0;12;30;4
2003956327;Hombre;Urbano;No contratada;0;0;12;30;8
2003957648;Mujer;Urbano;No contratada;0;0;13;40;7
2004683945;Mujer;No urbano;No contratada;0;0;2;20;0
2004853861;Hombre;No urbano;Garantía daños propios contratada;1;0;21;39;1
2004855455;Hombre;No urbano;Garantía daños propios contratada;0;0;23;59;5
2008252597;Hombre;Urbano;No contratada;0;0;20;60;4
2010250881;Mujer;No urbano;No contratada;0;0;7;60;5
2011453381;Hombre;Urbano;No contratada;0;0;4;50;8
2015355258;Hombre;No urbano;No contratada;0;0;2;20;8
8501902299;Mujer;No urbano;No contratada;0;15;32;50;3
8505500578;Hombre;Urbano;No contratada;2;15;22;40;7
8506700042;Mujer;No urbano;No contratada;0;16;9;29;6
8511100300;Hombre;Urbano;No contratada;0;15;16;50;2
8600855320;Hombre;Urbano;No contratada;0;14;41;59;8
8603250498;Hombre;No urbano;No contratada;0;14;29;47;7
8604156972;Hombre;No urbano;Garantía daños propios contratada;0;14;31;49;0
8604755154;Hombre;No urbano;No contratada;0;14;30;48;6
8605052801;Hombre;No urbano;Garantía daños propios contratada;0;14;22;40;0
8605102387;Hombre;Urbano;Garantía daños propios contratada;0;14;15;39;3
8605451069;Mujer;No urbano;Garantía daños propios contratada;0;14;1;19;3
8608150158;Hombre;Urbano;No contratada;0;14;21;39;9
8611451545;Hombre;No urbano;Garantía daños propios contratada;0;14;11;29;4
8701700378;Hombre;No urbano;Garantía daños propios contratada;0;13;24;42;6
8702308202;Hombre;No urbano;No contratada;0;13;19;37;7
8702601337;Hombre;No urbano;No contratada;0;13;27;45;5
8702807447;Hombre;No urbano;Garantía daños propios contratada;0;13;22;40;2
8704115111;Hombre;Urbano;No contratada;0;13;35;53;6
8705002563;Hombre;No urbano;No contratada;0;13;1;19;21
8707604824;Hombre;Urbano;No contratada;0;13;20;50;8
8710702177;Hombre;No urbano;No contratada;1;13;11;29;13
8802403387;Hombre;Urbano;Garantía daños propios contratada;0;12;13;31;6
8803303392;Hombre;No urbano;No contratada;0;12;32;50;6
8805101118;Mujer;Urbano;No contratada;0;12;2;20;9
8811600774;Hombre;No urbano;No contratada;0;12;30;60;7
8815300317;Hombre;No urbano;No contratada;0;12;15;50;6
8900900748;Hombre;No urbano;No contratada;0;11;10;29;10
8905100589;Hombre;Urbano;No contratada;0;11;26;44;26
8911103508;Hombre;No urbano;No contratada;0;11;32;50;20
8911401063;Mujer;No urbano;Garantía daños propios contratada;0;11;13;31;6
9000202707;Hombre;No urbano;No contratada;0;10;7;50;8
9001850488;Hombre;No urbano;No contratada;0;10;16;49;2
9002104919;Hombre;No urbano;No contratada;0;10;2;20;2
9002150114;Hombre;No urbano;No contratada;0;10;12;30;16
9002803409;Hombre;No urbano;No contratada;0;10;26;49;22
9003102208;Hombre;No urbano;No contratada;0;10;32;50;8
9004300277;Mujer;Urbano;No contratada;0;10;22;40;5
9004701306;Hombre;Urbano;No contratada;0;10;13;50;5
9006401124;Hombre;No urbano;No contratada;0;10;32;59;10
9011400696;Hombre;No urbano;Garantía daños propios contratada;0;10;6;40;6
9011550300;Hombre;No urbano;Garantía daños propios contratada;0;10;23;50;8
9100601031;Mujer;No urbano;No contratada;0;9;2;20;9
9101701179;Hombre;Urbano;No contratada;0;9;36;54;8
9101950777;Hombre;No urbano;No contratada;0;9;32;50;9
9102102526;Hombre;No urbano;Garantía daños propios contratada;0;9;23;60;0
9102804467;Hombre;No urbano;No contratada;0;9;22;40;24
9102904583;Hombre;No urbano;No contratada;0;9;26;49;9
9103155010;Hombre;Urbano;No contratada;1;9;36;60;4
9104151562;Hombre;No urbano;No contratada;0;9;22;40;4
9104351636;Hombre;Urbano;No contratada;0;9;20;38;9
9111100313;Hombre;No urbano;No contratada;0;9;42;60;6
9200150088;Mujer;No urbano;No contratada;0;8;7;30;5
9201250956;Hombre;No urbano;No contratada;0;8;37;55;19
9201850403;Hombre;No urbano;No contratada;0;8;14;50;11
9202304360;Hombre;No urbano;No contratada;0;8;14;32;8
9203303131;Hombre;No urbano;No contratada;0;8;13;31;8
9205101064;Mujer;Urbano;Garantía daños propios contratada;0;8;27;49;3
9206203660;Mujer;Urbano;Garantía daños propios contratada;0;8;2;20;5
9208150175;Hombre;No urbano;No contratada;0;8;18;36;8
9208950426;Hombre;No urbano;No contratada;0;8;27;45;7
9210901049;Hombre;No urbano;No contratada;0;8;5;40;8
9211401704;Hombre;No urbano;Garantía daños propios contratada;0;8;24;42;8
9211552177;Hombre;Urbano;No contratada;0;8;33;51;8
9300150203;Hombre;No urbano;No contratada;0;7;22;40;7
9300608313;Hombre;No urbano;No contratada;0;7;19;37;8
9300703098;Hombre;Urbano;No contratada;0;7;25;59;4
9300817907;Mujer;No urbano;No contratada;1;7;18;36;9
9300950200;Hombre;No urbano;No contratada;0;7;2;20;8
9302270064;Hombre;No urbano;No contratada;0;7;34;52;7
9302873829;Mujer;No urbano;Garantía daños propios contratada;0;7;11;29;2
9302951958;Hombre;No urbano;No contratada;0;7;11;40;1
9303470508;Hombre;No urbano;No contratada;0;7;9;30;8
9304104329;Hombre;Urbano;No contratada;0;7;14;50;4
9304150593;Mujer;No urbano;Garantía daños propios contratada;0;7;21;39;7
9304570506;Hombre;No urbano;Garantía daños propios contratada;0;7;22;40;7
9304770524;Hombre;Urbano;No contratada;0;7;32;50;7
9304852593;Hombre;No urbano;No contratada;0;7;42;60;7
9305400529;Mujer;Urbano;No contratada;0;7;11;29;5
9305471159;Hombre;No urbano;No contratada;1;7;2;20;8
9305501082;Mujer;No urbano;Garantía daños propios contratada;0;7;0;18;0
9306101435;Hombre;No urbano;No contratada;0;7;12;30;7
9308901825;Mujer;No urbano;No contratada;0;7;21;39;2
9319170070;Mujer;No urbano;No contratada;0;7;10;40;8
9400100581;Hombre;Urbano;No contratada;0;6;2;20;5
9400351442;Hombre;No urbano;No contratada;0;6;12;30;4
9400403015;Hombre;Urbano;No contratada;0;6;22;40;6
9400454628;Mujer;No urbano;No contratada;0;6;20;50;7
9400805786;Hombre;No urbano;Garantía daños propios contratada;0;6;1;19;6
9400818989;Hombre;No urbano;No contratada;0;6;22;40;7
9401300258;Hombre;Urbano;No contratada;0;6;0;18;4
9401300953;Mujer;No urbano;No contratada;0;6;22;40;6
9402151556;Hombre;No urbano;No contratada;0;6;24;42;6
9402601648;Hombre;Urbano;No contratada;0;6;12;30;6
9402852331;Mujer;No urbano;No contratada;0;6;8;50;6
9404050153;Mujer;No urbano;No contratada;0;6;17;60;6
9404754846;Hombre;No urbano;No contratada;0;6;17;50;6
9405052081;Hombre;No urbano;Garantía daños propios contratada;0;6;12;30;6
9405450438;Hombre;No urbano;No contratada;0;6;23;50;4
9408200596;Hombre;No urbano;No contratada;0;6;14;60;8
9411554091;Hombre;No urbano;No contratada;0;6;13;59;6
9411650211;Hombre;No urbano;Garantía daños propios contratada;0;6;21;39;2
9500652090;Mujer;Urbano;No contratada;0;5;16;50;2
9501500293;Hombre;No urbano;Garantía daños propios contratada;0;5;22;40;4
9503000247;Hombre;No urbano;No contratada;0;5;22;40;7
9504555232;Hombre;No urbano;Garantía daños propios contratada;0;5;22;60;4
9504664648;Hombre;No urbano;No contratada;0;5;24;42;4
9505010232;Hombre;No urbano;No contratada;1;5;12;30;5
9505053841;Hombre;No urbano;No contratada;0;5;12;30;5
9505152549;Hombre;Urbano;No contratada;0;5;18;59;7
9512350117;Hombre;No urbano;Garantía daños propios contratada;0;5;26;44;5
9512400787;Hombre;Urbano;No contratada;0;5;10;29;13
9519600268;Hombre;No urbano;Garantía daños propios contratada;0;5;0;18;6
9600651572;Hombre;No urbano;No contratada;0;4;0;18;7
9601155964;Hombre;Urbano;No contratada;0;4;32;50;4
9602354583;Hombre;Urbano;No contratada;0;4;28;46;9
9603950263;Hombre;No urbano;No contratada;0;4;26;49;7
9604171461;Mujer;No urbano;No contratada;1;4;0;18;0
9604251730;Hombre;Urbano;No contratada;0;4;31;49;4
9604556869;Hombre;Urbano;Garantía daños propios contratada;0;4;10;40;4
9604850276;Hombre;Urbano;No contratada;0;4;22;40;5
9605055405;Hombre;No urbano;No contratada;0;4;21;49;2
9605056088;Hombre;Urbano;No contratada;0;4;16;40;16
9606951775;Hombre;Urbano;No contratada;0;4;0;18;7
9607651386;Hombre;No urbano;No contratada;0;4;22;40;7
9607655943;Hombre;Urbano;No contratada;0;4;12;30;6
9612451062;Hombre;Urbano;Garantía daños propios contratada;0;4;19;37;1
9612451303;Hombre;Urbano;No contratada;0;4;12;30;8
9702151597;Hombre;No urbano;No contratada;0;3;15;59;3
9702852163;Hombre;No urbano;Garantía daños propios contratada;0;3;25;43;3
9703150191;Hombre;No urbano;No contratada;0;3;23;41;3
9704163730;Hombre;No urbano;No contratada;0;3;11;29;8
9705054384;Hombre;Urbano;No contratada;0;3;6;30;4
9705150866;Hombre;No urbano;No contratada;0;3;12;50;7
9705153416;Hombre;No urbano;Garantía daños propios contratada;0;3;11;29;3
9711851075;Hombre;No urbano;No contratada;1;3;22;40;6
9715350062;Mujer;No urbano;No contratada;0;3;28;60;6
9800650757;Mujer;No urbano;No contratada;0;2;16;50;9
9802156554;Hombre;No urbano;No contratada;0;2;12;30;4
9803152093;Hombre;No urbano;Garantía daños propios contratada;0;2;32;50;1
9803356888;Hombre;Urbano;Garantía daños propios contratada;0;2;12;30;3
9803652568;Hombre;No urbano;No contratada;0;2;12;30;9
9804153805;Mujer;No urbano;No contratada;0;2;11;50;2
9804168246;Hombre;No urbano;Garantía daños propios contratada;0;2;38;60;1
9804653495;Hombre;No urbano;No contratada;0;2;27;60;2
9804672582;Hombre;No urbano;Garantía daños propios contratada;0;2;42;60;2
9804855006;Hombre;Urbano;Garantía daños propios contratada;0;2;12;30;4
9804856796;Hombre;No urbano;No contratada;0;2;24;42;7
9805053008;Hombre;No urbano;No contratada;0;2;18;60;6
9805158573;Hombre;Urbano;No contratada;0;2;26;60;6
9808150604;Mujer;No urbano;No contratada;0;2;2;20;9
9808551634;Hombre;No urbano;Garantía daños propios contratada;0;2;22;40;4
9811851510;Hombre;No urbano;No contratada;0;2;14;39;6
9819251884;Hombre;No urbano;No contratada;0;2;21;39;2
9819350133;Hombre;No urbano;No contratada;0;2;21;39;2
9819652599;Hombre;Urbano;No contratada;0;2;2;20;7
9900552811;Mujer;No urbano;Garantía daños propios contratada;0;1;2;20;1
9900952293;Hombre;Urbano;Garantía daños propios contratada;0;1;12;30;1
9902850686;Hombre;No urbano;No contratada;1;1;20;38;10
9902853026;Hombre;No urbano;No contratada;0;1;14;39;7
9902866956;Hombre;No urbano;Garantía daños propios contratada;0;1;33;51;6
9902975262;Hombre;Urbano;Garantía daños propios contratada;0;1;16;34;0
9903054309;Hombre;Urbano;No contratada;0;1;34;52;1
9904190266;Hombre;Urbano;No contratada;0;1;19;50;5
9904562167;Hombre;No urbano;No contratada;0;1;6;30;3
9904650013;Mujer;No urbano;Garantía daños propios contratada;0;1;15;49;1
9904759430;Hombre;No urbano;Garantía daños propios contratada;0;1;36;54;1
9911551005;Hombre;No urbano;Garantía daños propios contratada;0;1;13;60;4
9911552016;Hombre;Urbano;Garantía daños propios contratada;0;1;12;60;7
9912352465;Hombre;No urbano;No contratada;0;1;16;49;8
9913251821;Hombre;Urbano;No contratada;0;1;22;40;8
100600845;Hombre;No urbano;No contratada;0;19;22;40;12
106200642;Hombre;No urbano;No contratada;0;19;29;47;10
300302475;Hombre;No urbano;No contratada;3;17;2;20;17
1513000050;Hombre;Urbano;No contratada;0;0;23;41;8
2000656598;Hombre;Urbano;No contratada;0;0;25;43;14
2000864971;Hombre;No urbano;No contratada;0;0;21;59;10
2000952779;Hombre;Urbano;No contratada;0;0;26;44;1
2001655712;Mujer;No urbano;No contratada;1;0;21;50;11
2002156074;Hombre;No urbano;No contratada;0;0;5;60;12
2003067188;Mujer;No urbano;No contratada;0;0;11;29;9
2003069600;Mujer;Urbano;No contratada;0;0;1;19;9
2004854457;Hombre;No urbano;No contratada;0;0;24;42;9
2005061148;Mujer;No urbano;No contratada;0;0;8;60;11
2006157563;Mujer;Urbano;No contratada;0;0;2;20;8
2006852442;Mujer;Urbano;No contratada;0;0;24;50;11
2019551531;Hombre;Urbano;No contratada;0;0;4;50;12
3794000035;Mujer;Urbano;No contratada;0;0;11;29;13
3840000023;Hombre;Urbano;No contratada;0;0;12;40;10
8404600582;Hombre;Urbano;No contratada;0;16;2;20;7
8506600386;Hombre;No urbano;No contratada;0;15;4;30;15
8600750646;Hombre;Urbano;No contratada;0;14;27;45;12
8601551097;Hombre;No urbano;No contratada;0;14;21;39;12
8602355402;Hombre;Urbano;No contratada;0;14;26;49;14
8605450925;Hombre;No urbano;No contratada;0;14;12;30;11
8607700573;Hombre;No urbano;No contratada;0;14;33;51;13
8608050110;Hombre;No urbano;No contratada;0;14;12;30;11
8700707486;Mujer;No urbano;No contratada;0;13;22;40;7
8702602167;Hombre;No urbano;No contratada;0;13;27;45;10
8705500353;Hombre;No urbano;No contratada;0;13;35;60;13
8706601854;Hombre;No urbano;No contratada;0;13;11;29;7
8709500666;Hombre;No urbano;No contratada;0;13;40;58;13
8801200586;Hombre;No urbano;No contratada;0;12;32;50;13
8813200676;Hombre;No urbano;No contratada;0;12;17;60;6
8910300575;Hombre;No urbano;Garantía daños propios contratada;0;11;23;41;11
9015004604;Hombre;Urbano;No contratada;0;10;2;20;12
9019601435;Hombre;No urbano;No contratada;0;10;20;38;10
9101903530;Hombre;No urbano;No contratada;0;9;15;40;13
9102104238;Hombre;Urbano;No contratada;0;9;12;40;11
9104152353;Hombre;No urbano;No contratada;0;9;22;40;10
9200501585;Hombre;Urbano;No contratada;0;8;33;51;9
9201250772;Mujer;Urbano;No contratada;0;8;20;38;11
9203651791;Hombre;No urbano;No contratada;1;8;15;39;12
9204201498;Hombre;Urbano;No contratada;0;8;12;30;7
9207601615;Hombre;Urbano;No contratada;0;8;0;18;9
9219151999;Hombre;No urbano;No contratada;0;8;15;33;9
9302201609;Hombre;No urbano;No contratada;0;7;2;20;14
9305402190;Hombre;Urbano;No contratada;0;7;17;60;11
9308500893;Hombre;Urbano;No contratada;0;7;22;40;7
9311650857;Mujer;No urbano;No contratada;0;7;4;39;14
9402300425;Hombre;No urbano;No contratada;0;6;22;40;11
9403950095;Hombre;No urbano;No contratada;0;6;23;41;11
9404001133;Hombre;Urbano;No contratada;0;6;0;18;12
9406953802;Hombre;Urbano;No contratada;0;6;13;31;8
9407701213;Hombre;Urbano;No contratada;1;6;22;40;11
9408853811;Hombre;Urbano;No contratada;0;6;21;39;12
9412402560;Hombre;No urbano;No contratada;0;6;13;50;12
9502861273;Hombre;No urbano;No contratada;0;5;32;60;13
9511807509;Hombre;No urbano;Garantía daños propios contratada;0;5;2;20;10
9512450466;Hombre;No urbano;No contratada;0;5;12;30;10
9512451760;Mujer;Urbano;No contratada;0;5;3;50;13
9600750199;Hombre;Urbano;No contratada;0;4;6;60;12
9600951541;Hombre;Urbano;No contratada;0;4;13;60;10
9604050307;Mujer;No urbano;No contratada;0;4;1;19;13
9605456104;Hombre;Urbano;No contratada;0;4;6;50;12
9700356909;Hombre;No urbano;No contratada;0;3;11;40;12
9701252404;Hombre;No urbano;No contratada;0;3;12;30;7
9701350025;Hombre;No urbano;No contratada;1;3;14;40;8
9701453622;Mujer;No urbano;No contratada;0;3;12;30;10
9702453821;Mujer;No urbano;No contratada;0;3;12;30;13
9705054901;Hombre;No urbano;No contratada;0;3;12;30;14
9711552328;Mujer;Urbano;No contratada;0;3;8;50;9
9719250156;Hombre;No urbano;No contratada;0;3;15;40;10
9802053258;Hombre;Urbano;No contratada;0;2;2;20;10
9805059459;Hombre;No urbano;No contratada;0;2;22;40;10
9900850018;Hombre;No urbano;No contratada;0;1;11;29;11
9900879678;Mujer;No urbano;No contratada;0;1;30;48;9
9901860688;Hombre;Urbano;No contratada;0;1;31;49;12
9903150781;Mujer;No urbano;No contratada;0;1;4;40;11
9903452082;Hombre;Urbano;No contratada;0;1;27;50;3
9904159006;Hombre;Urbano;No contratada;0;1;2;20;11
9904355436;Mujer;Urbano;No contratada;0;1;32;50;11
9904356791;Mujer;No urbano;No contratada;0;1;10;30;11
9904656340;Mujer;Urbano;No contratada;0;1;23;41;13
9904675446;Mujer;No urbano;No contratada;0;1;27;45;13
9906852782;Hombre;Urbano;No contratada;0;1;33;51;12
9910851373;Hombre;No urbano;No contratada;0;1;2;20;10
9911650093;Hombre;No urbano;No contratada;0;1;26;60;10
2001651941;Hombre;Urbano;No contratada;0;0;3;50;7
8500290304;Hombre;Urbano;No contratada;0;15;37;60;5
8604659721;Hombre;No urbano;No contratada;0;14;17;49;4
8605053849;Hombre;No urbano;No contratada;0;14;14;40;4
8704120431;Hombre;Urbano;No contratada;0;13;12;30;5
8705403149;Mujer;Urbano;No contratada;0;13;23;41;10
8705408048;Hombre;No urbano;No contratada;0;13;41;59;5
8712102283;Hombre;No urbano;Garantía daños propios contratada;0;13;20;40;7
8801600960;Hombre;No urbano;Garantía daños propios contratada;0;12;22;40;5
8812700263;Hombre;No urbano;No contratada;0;12;31;50;17
9001500543;Hombre;Urbano;Garantía daños propios contratada;0;10;15;50;4
9103650839;Hombre;Urbano;No contratada;0;9;0;18;8
9201252208;Hombre;No urbano;No contratada;0;8;15;39;6
9206801004;Hombre;No urbano;No contratada;0;8;16;49;6
9207400825;Hombre;Urbano;No contratada;0;8;10;39;0
9304000126;Hombre;Urbano;No contratada;0;7;2;20;7
9305401134;Hombre;No urbano;No contratada;1;7;12;30;7
9400359143;Mujer;Urbano;No contratada;0;6;19;37;8
9400755182;Hombre;Urbano;No contratada;0;6;16;59;6
9400864873;Hombre;No urbano;Garantía daños propios contratada;0;6;22;40;6
9404400940;Hombre;Urbano;No contratada;0;6;16;40;5
9404858603;Mujer;No urbano;Garantía daños propios contratada;0;6;0;18;6
9408250983;Hombre;No urbano;Garantía daños propios contratada;0;6;11;29;5
9504660045;Hombre;Urbano;No contratada;0;5;15;50;5
9600151699;Hombre;No urbano;No contratada;0;4;16;49;6
9600454357;Mujer;No urbano;No contratada;1;4;15;49;6
9702855809;Hombre;Urbano;No contratada;0;3;21;39;4
9819055133;Hombre;Urbano;No contratada;0;2;22;40;8
9900853541;Hombre;No urbano;No contratada;0;1;30;50;8
9901253556;Hombre;No urbano;No contratada;0;1;7;60;7
2113788;Hombre;Urbano;Garantía daños propios contratada;0;20;29;60;1
102200334;Hombre;No urbano;No contratada;0;19;33;51;5
104600350;Hombre;Urbano;No contratada;0;19;31;49;5
202903439;Hombre;Urbano;No contratada;1;18;15;40;2
302500305;Mujer;Urbano;Garantía daños propios contratada;0;17;4;60;4
305500563;Hombre;No urbano;No contratada;0;17;22;40;9
306300455;Hombre;No urbano;No contratada;1;17;24;42;6
306400363;Hombre;No urbano;Garantía daños propios contratada;0;17;28;50;6
307200479;Hombre;No urbano;Garantía daños propios contratada;0;17;22;40;2
601512723;Hombre;Urbano;Garantía daños propios contratada;0;24;22;40;7
604814168;Hombre;Urbano;No contratada;0;24;11;29;8
704715585;Hombre;Urbano;Garantía daños propios contratada;0;23;24;42;10
803300316;Hombre;No urbano;No contratada;1;22;31;60;11
901809540;Hombre;No urbano;No contratada;0;21;32;50;10
902005402;Hombre;No urbano;No contratada;0;21;11;29;3
902602216;Hombre;Urbano;No contratada;0;21;12;30;10
1160000281;Hombre;No urbano;No contratada;0;0;6;50;1
1871000030;Hombre;Urbano;No contratada;0;0;0;18;10
2000460739;Hombre;Urbano;No contratada;0;0;7;50;11
2000658513;Mujer;Urbano;No contratada;1;0;13;40;7
2000754604;Hombre;No urbano;No contratada;0;0;8;60;8
2000760459;Hombre;No urbano;No contratada;0;0;11;29;9
2000766943;Mujer;Urbano;No contratada;0;0;22;40;10
2000851013;Hombre;No urbano;Garantía daños propios contratada;0;0;37;60;7
2000951229;Hombre;Urbano;No contratada;1;0;32;50;11
2001254804;Mujer;No urbano;No contratada;0;0;13;39;3
2001351239;Hombre;No urbano;No contratada;0;0;35;53;10
2002653942;Hombre;Urbano;No contratada;0;0;9;40;1
2002873083;Hombre;Urbano;Garantía daños propios contratada;0;0;0;18;4
2002965612;Hombre;No urbano;No contratada;0;0;23;49;6
2003056940;Hombre;No urbano;No contratada;0;0;13;50;10
2003152364;Mujer;No urbano;No contratada;0;0;26;44;4
2003153276;Hombre;Urbano;No contratada;0;0;16;40;4
2003162811;Hombre;No urbano;No contratada;0;0;38;56;4
2003168196;Mujer;No urbano;No contratada;1;0;11;29;5
2003172155;Mujer;Urbano;No contratada;0;0;11;29;9
2003355148;Hombre;Urbano;No contratada;0;0;33;51;8
2003356761;Mujer;Urbano;Garantía daños propios contratada;0;0;22;40;3
2004176307;Hombre;Urbano;No contratada;0;0;12;30;13
2004197798;Hombre;Urbano;No contratada;0;0;11;29;13
2004354980;Hombre;Urbano;No contratada;0;0;12;49;5
2004667040;Hombre;No urbano;No contratada;0;0;12;30;5
2004671448;Hombre;No urbano;No contratada;0;0;7;60;12
2004863208;Hombre;Urbano;Garantía daños propios contratada;0;0;33;51;4
2005154793;Hombre;No urbano;No contratada;1;0;12;30;8
2005460242;Hombre;Urbano;No contratada;0;0;24;42;4
2006851568;Mujer;No urbano;Garantía daños propios contratada;0;0;20;40;2
2007654950;Hombre;Urbano;No contratada;0;0;16;50;8
2007657257;Hombre;Urbano;No contratada;0;0;19;40;10
2007658121;Hombre;No urbano;Garantía daños propios contratada;0;0;2;20;0
2011452920;Hombre;No urbano;No contratada;0;0;11;29;8
2011557531;Mujer;Urbano;No contratada;0;0;17;50;8
5282000031;Mujer;Urbano;No contratada;0;0;22;40;3
5438000484;Hombre;Urbano;No contratada;0;0;11;29;12
5650000023;Hombre;Urbano;No contratada;0;0;19;37;7
8400201809;Hombre;No urbano;No contratada;0;16;25;60;5
8402854770;Hombre;No urbano;No contratada;0;16;17;50;6
8403300447;Hombre;Urbano;No contratada;0;16;11;29;1
8404605517;Hombre;Urbano;No contratada;0;16;24;42;5
8404890216;Hombre;Urbano;No contratada;0;16;42;60;10
8405401207;Hombre;No urbano;No contratada;0;16;35;53;9
8407400638;Hombre;Urbano;No contratada;0;16;25;50;5
8500201888;Hombre;Urbano;No contratada;0;15;23;41;12
8500900508;Hombre;No urbano;No contratada;0;15;32;50;2
8501550053;Hombre;No urbano;Garantía daños propios contratada;0;15;30;48;1
8502954374;Hombre;No urbano;No contratada;0;15;24;49;3
8506150332;Hombre;No urbano;Garantía daños propios contratada;0;15;35;60;10
8507601069;Hombre;No urbano;No contratada;0;15;25;43;12
8508600234;Hombre;No urbano;No contratada;0;15;22;40;11
8508800547;Hombre;No urbano;No contratada;0;15;2;20;10
8510900254;Hombre;No urbano;No contratada;0;15;41;59;15
8511000286;Hombre;Urbano;No contratada;0;15;33;51;5
8600150876;Hombre;Urbano;No contratada;0;14;26;44;7
8600863787;Mujer;Urbano;No contratada;0;14;12;30;9
8602352915;Hombre;Urbano;No contratada;0;14;21;39;11
8602650715;Hombre;Urbano;Garantía daños propios contratada;0;14;14;59;4
8602854486;Hombre;Urbano;Garantía daños propios contratada;0;14;23;41;4
8603054714;Hombre;No urbano;No contratada;0;14;17;50;7
8603055133;Hombre;No urbano;No contratada;0;14;2;20;10
8603152233;Hombre;No urbano;No contratada;0;14;22;40;14
8604950059;Hombre;No urbano;No contratada;0;14;22;40;4
8605550304;Hombre;No urbano;Garantía daños propios contratada;0;14;23;41;2
8608300173;Hombre;No urbano;Garantía daños propios contratada;0;14;32;50;6
8611451621;Hombre;No urbano;Garantía daños propios contratada;0;14;32;50;4
8700804429;Hombre;Urbano;Garantía daños propios contratada;1;13;17;50;8
8700806200;Hombre;Urbano;No contratada;0;13;17;50;11
8702904792;Hombre;No urbano;No contratada;0;13;2;20;10
8703110903;Hombre;Urbano;Garantía daños propios contratada;0;13;0;18;14
8703304442;Hombre;Urbano;Garantía daños propios contratada;0;13;25;49;7
8704401049;Hombre;No urbano;No contratada;0;13;0;18;9
8704700820;Mujer;No urbano;No contratada;0;13;4;59;18
8704701153;Hombre;No urbano;No contratada;0;13;22;40;10
8704706466;Hombre;No urbano;No contratada;0;13;27;60;4
8704804591;Mujer;Urbano;Garantía daños propios contratada;0;13;21;39;3
8708502192;Hombre;No urbano;No contratada;0;13;13;31;5
8708902127;Hombre;No urbano;No contratada;0;13;23;59;8
8711500323;Hombre;No urbano;Garantía daños propios contratada;0;13;22;40;1
8803103915;Hombre;No urbano;No contratada;0;12;21;39;5
